old_code,old_naam,new_code,new_naam,pct_retained,n_new_touched,n_old_mapping_here,change_type
BU15070909,Verspreide huizen Broekhuizen,BU15070909,Verspreide huizen Broekhuizen,100.0,1,1,unchanged
BU15071000,Sevenum,BU15071000,Sevenum,100.0,1,1,unchanged
BU15071001,De Schatberg,BU15071001,De Schatberg,100.0,1,1,unchanged
BU15071009,Verspreide huizen Sevenum,BU15071009,Verspreide huizen Sevenum,100.0,2,1,unchanged
BU15071100,Kronenberg,BU15071100,Kronenberg,100.0,2,1,unchanged
BU15071109,Verspreide huizen Kronenberg,BU15071109,Verspreide huizen Kronenberg,100.0,2,1,unchanged
BU15071200,Everstoord,BU15071200,Evertsoord,100.0,1,1,unchanged
BU15071209,Verspreide huizen Eversoord,BU15071209,Verspreide huizen Evertsoord,100.0,1,1,unchanged
BU15071300,Meerlo,BU15071300,Meerlo,100.0,1,1,unchanged
BU15071309,Verspreide huizen Meerlo,BU15071309,Verspreide huizen Meerlo,100.0,1,1,unchanged
BU15071400,Tienray,BU15071400,Tienray,100.0,1,1,unchanged
BU15071409,Verspreide huizen Tienray,BU15071409,Verspreide huizen Tienray,100.0,2,1,unchanged
BU15071500,Swolgen,BU15071500,Swolgen,100.0,1,1,unchanged
BU15071509,Verspreide huizen Swolgen,BU15071509,Verspreide huizen Swolgen,100.0,1,1,unchanged
BU15090000,Ulft-Centrum en Ulft-Oost,BU15090000,Ulft-Centrum en Ulft-Oost,100.0,1,1,unchanged
BU15090001,Ulft-West,BU15090001,Ulft-West,100.0,1,1,unchanged
BU15090002,Ulft-Noord,BU15090002,Ulft-Noord,100.0,1,1,unchanged
BU15090003,Etten,BU15090003,Etten,100.0,1,1,unchanged
BU15090004,Varsselder en Veldhunten,BU15090004,Varsselder en Veldhunten,100.0,1,1,unchanged
BU15090007,Verspreide huizen Varsselder,BU15090007,Verspreide huizen Varsselder,100.0,1,1,unchanged
BU15090008,Verspreide huizen Etten,BU15090008,Verspreide huizen Etten,100.0,1,1,unchanged
BU15090009,Verspreide huizen Ulft,BU15090009,Verspreide huizen Ulft,100.0,1,1,unchanged
BU15090100,Gendringen,BU15090100,Gendringen,100.0,1,1,unchanged
BU15090101,Megchelen,BU15090101,Megchelen,100.0,1,1,unchanged
BU15090102,Netterden,BU15090102,Netterden,100.0,1,1,unchanged
BU15090103,Milt en Wieken,BU15090103,Milt en Wieken,100.0,1,1,unchanged
BU15090104,Breedenbroek,BU15090104,Breedenbroek,100.0,1,1,unchanged
BU15090105,Verspreide huizen Megchelen,BU15090105,Verspreide huizen Megchelen,100.0,1,1,unchanged
BU15090106,Verspreide huizen Gendringen,BU15090106,Verspreide huizen Gendringen,100.0,1,1,unchanged
BU15090107,Verspreide huizen Netterden,BU15090107,Verspreide huizen Netterden,100.0,1,1,unchanged
BU15090108,Verspreide huizen Voorst,BU15090108,Verspreide huizen Voorst,100.0,1,1,unchanged
BU15090109,Verspreide huizen Breedenbroek,BU15090109,Verspreide huizen Breedenbroek,100.0,1,1,unchanged
BU15090200,Terborg,BU15090200,Terborg,100.0,1,1,unchanged
BU15090201,Terborg-Oost,BU15090201,Terborg-Oost,100.0,1,1,unchanged
BU15090202,Silvolde,BU15090202,Silvolde,100.0,1,1,unchanged
BU15090203,Nieuwdorp Bontebrug,BU15090203,Nieuwdorp Bontebrug,100.0,1,1,unchanged
BU15090207,Verspreide huizen Terborg en Heuven,BU15090207,Verspreide huizen Terborg en Heuven,100.0,1,1,unchanged
BU15090208,Verspreide huizen Silvolde,BU15090208,Verspreide huizen Silvolde,100.0,1,1,unchanged
BU15090300,Varsseveld,BU15090300,Varsseveld,100.0,1,1,unchanged
BU15090301,Westendorp,BU15090301,Westendorp,100.0,1,1,unchanged
BU15090302,Sinderen,BU15090302,Sinderen,100.0,1,1,unchanged
BU15090303,Heelweg,BU15090303,Heelweg,100.0,1,1,unchanged
BU15090306,Verspreide huizen Westendorp,BU15090306,Verspreide huizen Westendorp,100.0,1,1,unchanged
BU15090307,Verspreide huizen Heelweg,BU15090307,Verspreide huizen Heelweg,100.0,1,1,unchanged
BU15090308,Verspreide huizen Varsseveld,BU15090308,Verspreide huizen Varsseveld,100.0,1,1,unchanged
BU15090309,Verspreide huizen Sinderen,BU15090309,Verspreide huizen Sinderen,100.0,1,1,unchanged
BU15250000,Sassenheim,BU15251406,Centrum,10.6,29,1,split
BU15250009,Verspreide huizen Sassenheim,BU15251502,Sassenheim buitengebied Oost,47.7,14,1,split
BU15250100,Voorhout,BU15250405,Voorhout buitengebied,50.8,7,4,merged
BU15250101,Toegangsweg,BU15250405,Voorhout buitengebied,86.7,8,4,merged
BU15250102,'s-Gravendamseweg,BU15250401,Berg en Dal,52.5,2,1,split
BU15250103,Hoogh Teylingen,BU15250205,Schouten,32.6,10,1,split
BU15250107,Oosthout,BU15250405,Voorhout buitengebied,51.1,8,4,merged
BU15250109,Verspreide huizen Voorhout,BU15250405,Voorhout buitengebied,95.4,14,4,merged
BU15250200,Warmond,BU15252202,Warmond buitengebied-Oosteinde,27.7,5,3,merged
BU15250201,Oosteinde,BU15252202,Warmond buitengebied-Oosteinde,99.6,6,3,recoded
BU15250209,Verspreide huizen Warmond,BU15252202,Warmond buitengebied-Oosteinde,94.0,7,3,merged
BU15810000,Doorn-Centrum,BU15810000,Doorn-Centrum,100.0,1,1,unchanged
BU15810001,Oudeweg,BU15810001,Doorn - Boswijk,100.0,1,1,unchanged
BU15810002,Doorn-West,BU15810002,Doorn-Noordwest,100.0,1,1,unchanged
BU15810003,Doorn-Zuid,BU15810003,Doorn-Zuid,100.0,1,1,unchanged
BU15810004,De Wijngaard,BU15810004,Doorn-Zuidoost,100.0,1,1,unchanged
BU15810007,Verspreide huizen op de Heuvelrug-Oost,BU15810007,Doorn - Kaapse Bossen,100.0,1,1,unchanged
BU15810008,Verspreide huizen op de Heuvelrug-West,BU15810008,Doorn - Hydepark-Moleneind,100.0,1,1,unchanged
BU15810009,Verspreide huizen in het Lage Land,BU15810009,Doorn - Moersbergen-Tuilland,100.0,1,1,unchanged
BU15810101,Landelijk Gebied noordzijde,BU15810101,Driebergen - Heidestein-Bornia-Noordhout,100.0,3,1,unchanged
BU15810102,Landelijk Gebied zuidzijde,BU15810102,Driebergerbroek-Sterkenburg,100.0,1,1,unchanged
BU15810103,Driebergen-Noord,BU15810103,Driebergen-Noord,100.0,1,1,unchanged
BU15810104,Drift-Sportlaan en Bornia,BU15810104,Driebergen - Stationsgebied,83.6,3,1,split
BU15810105,Loolaankwartier en Beukenstein,BU15810105,Driebergen-Noordwest,100.0,1,1,unchanged
BU15810106,Kom Driebergen en Seminarie,BU15810106,Driebergen-Centrum,100.0,1,1,unchanged
BU15810107,Hoenderdaal en Emmalaan,BU15810107,Driebergen-West,100.0,1,1,unchanged
BU15810108,Wildbaan-Dennenburg,BU15810108,Driebergen-Zuidwest,100.0,1,1,unchanged
BU15810109,Welgelegen-Rosarium,BU15810109,Driebergen-Oost en Zuid,100.0,1,1,unchanged
BU15810110,De Horst en De Akker,BU15810110,Driebergen - De Horst-De Akker,100.0,1,1,unchanged
BU15810200,Leersum,BU15810200,Leersum-Dorp,100.0,1,1,unchanged
BU15810201,Breedeveen,BU15810201,Leersum - Maarsbergseweg,100.0,1,1,unchanged
BU15810207,Verspreide huizen in het Lage Gebied Darthuizen,BU15810207,Leersum - Darthuizen-Zuylestein,100.0,1,1,unchanged
BU15810208,Verspreide huizen op de Heuvelrug,BU15810208,Leersumse Veld-De Kop,78.6,2,1,split
BU15810209,Verspreide huizen in de Geldersche Vallei Overberg,BU15810209,Leersum - Ginkel,100.0,1,1,unchanged
BU15810300,Amerongen,BU15810300,Amerongen-Dorp,100.0,1,1,unchanged
BU15810302,Verspreide huizen Overberg en De Haar,BU15810302,Overberg,100.0,1,1,unchanged
BU15810308,Verspreide huizen Heuvelrug,BU15810308,Amerongse Berg,100.0,1,1,unchanged
BU15810309,Verspreide huizen Lekdijk,BU15810309,Ameronger Bovenpolder-uiterwaarden,98.6,2,1,split
BU15810400,Maarn waaronder Klein Amsterdam,BU15810400,Maarn-Dorp,100.0,1,1,unchanged
BU15810402,Maarsbergen,BU15810402,Maarsbergen-Dorp,100.0,1,1,unchanged
BU15810403,Valkenheide,BU15810403,Maarsbergen-Valkenheide,100.0,1,1,unchanged
BU15810408,Verspreide huizen op de Heuvelrug,BU15810408,Maarn - Maarsbergen - Bosgebied,100.0,1,1,unchanged
BU15810409,Verspreide huizen in de Geldersche Vallei,BU15810409,Maarsbergen - De Meent,100.0,1,1,unchanged
BU15860101,'t Zand,BU15860101,'t Zand,100.0,1,1,unchanged
BU15860102,Schatberg,BU15860102,Schatberg,100.0,1,1,unchanged
BU15860103,Den Esch,BU15860103,Den Esch,100.0,1,1,unchanged
BU15860104,Hooiland,BU15860104,Hooiland,100.0,1,1,unchanged
BU15860105,Centrum,BU15860105,Centrum,100.0,1,1,unchanged
BU15860106,Veld Oost,BU15860106,Veld Oost,100.0,1,1,unchanged
BU15860107,Veld West,BU15860107,Veld West,100.0,1,1,unchanged
BU15860108,Broek,BU15860108,Broek,100.0,1,1,unchanged
BU15860109,Broekdijk,BU15860109,Broekdijk,100.0,1,1,unchanged
BU15860110,Zuid-West,BU15860110,Zuid-West,100.0,1,1,unchanged
BU15860111,Flierbeek,BU15860111,Flierbeek,100.0,1,1,unchanged
BU15860112,Lindebrook,BU15860112,Lindebrook,100.0,1,1,unchanged
BU15860113,Nieuwe Kamp,BU15860113,Nieuwe Kamp,100.0,1,1,unchanged
BU15860114,Oude Kamp,BU15860114,Oude Kamp,100.0,1,1,unchanged
BU15860115,De Kamp Zuid,BU15860115,De Kamp Zuid,100.0,1,1,unchanged
BU15860116,Buitengebied Lichtenvoorde,BU15860116,Buitengebied Lichtenvoorde,100.0,1,1,unchanged
BU15860201,Bebouwde kom Harreveld,BU15860201,Bebouwde kom Harreveld,100.0,2,1,unchanged
BU15860202,Buitengebied Harreveld,BU15860202,Buitengebied Harreveld,100.0,2,1,unchanged
BU15860301,Bebouwde kom Zieuwent,BU15860301,Bebouwde kom Zieuwent,100.0,2,1,unchanged
BU15860302,Buitengebied Zieuwent,BU15860302,Buitengebied Zieuwent,100.0,4,1,unchanged
BU15860401,Bebouwde kom Lievelde,BU15860401,Bebouwde kom Lievelde,100.0,1,1,unchanged
BU15860402,Buitengebied Lievelde,BU15860402,Buitengebied Lievelde,100.0,2,1,unchanged
BU15860501,Bebouwde kom Vragender,BU15860501,Bebouwde kom Vragender,100.0,1,1,unchanged
BU15860502,Buitengebied Vragender,BU15860502,Buitengebied Vragender,100.0,1,1,unchanged
BU15860601,Binnenstad Groenlo,BU15860601,Binnenstad Groenlo,100.0,1,1,unchanged
BU15860602,Het Blik,BU15860602,Het Blik,100.0,1,1,unchanged
BU15860603,Noord-West,BU15860603,Noord-West,100.0,1,1,unchanged
BU15860604,Banninghof,BU15860604,Banninghof,100.0,1,1,unchanged
BU15860605,Papendijk,BU15860605,Papendijk,100.0,1,1,unchanged
BU15860606,hartreize,BU15860606,hartreize,100.0,1,1,unchanged
BU15860607,Groenlo-Zuid,BU15860607,Groenlo-Zuid,100.0,1,1,unchanged
BU15860608,Marveld,BU15860608,Marveld,100.0,2,1,unchanged
BU15860609,Bedrijventerrein Brandemat,BU15860609,Bedrijventerrein Brandemat,100.0,1,1,unchanged
BU15860610,Oosteres,BU15860610,Oosteres,100.0,1,1,unchanged
BU15860611,Noordrand,BU15860611,Noordrand,100.0,1,1,unchanged
BU15860612,IndustrieterreinDen Sliem,BU15860612,IndustrieterreinDen Sliem,100.0,1,1,unchanged
BU15860613,Industrieterrein Laarberg,BU15860613,Industrieterrein Laarberg,100.0,2,1,unchanged
BU15860614,Zwolle,BU15860614,Zwolle,100.0,1,1,unchanged
BU15860615,Buitengebied Groenlo,BU15860615,Buitengebied Groenlo,100.0,2,1,unchanged
BU15860701,Bebowde kom Marienvelde,BU15860701,Bebowde kom Marienvelde,100.0,1,1,unchanged
BU15860702,Buitengebied Marienvelde,BU15860702,Buitengebied Marienvelde,100.0,2,1,unchanged
BU15980001,De Goorn,BU15980701,De Goorn Verspreide huizen,30.5,19,1,split
BU15980002,Berkhout,BU15980507,Berkhout Verspreide huizen Zuid,53.6,13,1,split
BU15980003,Bobeldijk,BU15980501,Bobeldijk en omgeving,99.9,2,1,recoded
BU15980100,Spierdijk,BU15980302,Spierdijk Verspreide huizen,44.3,9,1,split
BU15980200,Zuidermeer en omgeving,BU15980401,Zuidermeer Verspreide huizen West,51.5,5,1,split
BU15980300,Ursem-Centrum,BU15980604,Drechterlandsedijk en omgeving,21.5,9,1,split
BU15980301,Rustenburg,BU15980602,Ursem Verspreide huizen Noord,93.9,5,2,merged
BU15980308,Noorddijk en omgeving,BU15980602,Ursem Verspreide huizen Noord,57.7,11,2,merged
BU15980309,Mijzer polder,BU15980610,Mijzerdijk,68.9,3,1,split
BU15980400,Avenhorn,BU15980801,Avenhorn Verspreide huizen West,31.4,12,1,split
BU15980401,Scharwoude,BU15980901,Scharwoude Verspreide huizen,92.1,3,1,split
BU15980402,Grosthuizen,BU15980808,Grosthuizen,93.4,6,1,split
BU15980500,Oudendijk,BU15981001,Oudendijk Verspreide huizen,98.1,3,1,split
BU15980600,Obdam,BU15980113,Obdam Verspreide huizen Oost,47.1,16,1,split
BU15980608,Verspreide huizen langs Obdammerdijk,BU15980102,Obdam Verspreide huizen West,99.8,5,1,recoded
BU15980609,Verspreide huizen in Berkmeer polder,BU15980101,Berkmeerdijk,99.5,2,1,recoded
BU15980700,Hensbroek,BU15980201,Hensbroek Verspreide huizen,90.2,6,1,split
BU15980701,Wogmeer,BU15980203,Wogmeer West,99.8,6,1,recoded
BU15989997,,BU15989997,Groot binnenwater,100.0,2,1,unchanged
BU16211111,Dorp Bergschenhoek,BU16211111,Dorp Bergschenhoek,100.0,1,1,unchanged
BU16211121,De Driehoek,BU16211121,De Driehoek,100.0,2,1,unchanged
BU16211211,Bergsche Ackers,BU16211211,Bergsche Ackers,100.0,1,1,unchanged
BU16211221,Oosteindsche Ackers,BU16211221,Oosteindsche Ackers,100.0,1,1,unchanged
BU16211231,Ackerse Zoom,BU16211231,Ackerse Zoom,100.0,1,1,unchanged
BU16211311,Beemdenbuurt,BU16211311,Beemdenbuurt,100.0,1,1,unchanged
BU16211321,Eilandenbuurt,BU16211321,Eilandenbuurt,100.0,1,1,unchanged
BU16211331,Boterdorpse Zoom,BU16211331,Boterdorpse Zoom,100.0,1,1,unchanged
BU16211411,Wilderszijde,BU16211411,Wilderszijde,100.0,1,1,unchanged
BU16211514,Bergse Nos,BU16211514,Bergse Nos,100.0,1,1,unchanged
BU16211522,Schreyracker,BU16211522,Schreyracker,100.0,2,1,unchanged
BU16211531,Hoeksekade,BU16211531,Hoeksekade,100.0,1,1,unchanged
BU16211543,Weg en Land,BU16211543,Weg en Land,100.0,1,1,unchanged
BU16211552,Warmoeziersweg,BU16211552,Warmoeziersweg,100.0,1,1,unchanged
BU16212111,Berkel Dorp,BU16212111,Berkel Dorp,100.0,1,1,unchanged
BU16212121,Parkbuurt,BU16212121,Parkbuurt,100.0,1,1,unchanged
BU16212131,Oranjebuurt,BU16212131,Oranjebuurt,100.0,1,1,unchanged
BU16212144,Annie M.G. Schmidtpark Midden,BU16212144,Annie M.G. Schmidtpark Midden,100.0,1,1,unchanged
BU16212211,Bomen- en Struikenbuurt,BU16212211,Bomen- en Struikenbuurt,100.0,1,1,unchanged
BU16212221,Sterrenbuurt,BU16212221,Sterrenbuurt,100.0,1,1,unchanged
BU16212231,Edelsteenbuurt,BU16212231,Edelsteenbuurt,100.0,1,1,unchanged
BU16212241,Componistenbuurt,BU16212241,Componistenbuurt,100.0,1,1,unchanged
BU16212254,Annie M.G. Schmidtpark Noord,BU16212254,Annie M.G. Schmidtpark Noord,100.0,1,1,unchanged
BU16212311,Merenbuurt,BU16212311,Merenbuurt,100.0,1,1,unchanged
BU16212321,Rivierenbuurt,BU16212321,Rivierenbuurt,100.0,1,1,unchanged
BU16212331,Havenbuurt,BU16212331,Havenbuurt,100.0,2,1,unchanged
BU16212412,Noordeinde,BU16212412,Noordeinde,100.0,1,1,unchanged
BU16212511,Bloemenbuurt,BU16212511,Bloemenbuurt,100.0,1,1,unchanged
BU16212521,Parc Rodenrijs,BU16212521,Parc Rodenrijs,100.0,1,1,unchanged
BU16212531,Vogelbuurt,BU16212531,Vogelbuurt,100.0,1,1,unchanged
BU16212541,Weidebloembuurt,BU16212541,Weidebloembuurt,100.0,1,1,unchanged
BU16212611,Rodenrijse Zoom,BU16212611,Rodenrijse Zoom,100.0,1,1,unchanged
BU16212621,Bonfut,BU16212621,Bonfut,100.0,1,1,unchanged
BU16212633,Berkelse Poort,BU16212633,Berkelse Poort,100.0,1,1,unchanged
BU16212644,Annie M.G. Schmidtpark Zuid,BU16212644,Annie M.G. Schmidtpark Zuid,100.0,1,1,unchanged
BU16212711,Bolwerk,BU16212711,Bolwerk,100.0,1,1,unchanged
BU16212721,Gouden Griffelbuurt,BU16212721,Gouden Griffelbuurt,100.0,1,1,unchanged
BU16212731,Gouden Uilbuurt,BU16212731,Gouden Uilbuurt,100.0,1,1,unchanged
BU16212741,Buurt 2741,BU16212741,Gouden Hart,100.0,1,1,unchanged
BU16212814,Vlinderstrik,BU16212814,Vlinderstrik,100.0,2,1,unchanged
BU16212823,Spoorhaven,BU16212823,Spoorhaven,100.0,1,1,unchanged
BU16212833,Bedrijventerrein Rodenrijs,BU16212833,Bedrijventerrein Rodenrijs,100.0,1,1,unchanged
BU16212843,Oudeland,BU16212843,Oudeland,100.0,1,1,unchanged
BU16212851,Buurt 2851,BU16212851,Toneelbuurt,100.0,1,1,unchanged
BU16212864,Bergboezem,BU16212864,Bergboezem,100.0,1,1,unchanged
BU16213111,Schildersbuurt,BU16213111,Schildersbuurt,100.0,2,1,unchanged
BU16213121,Zeeheldenbuurt,BU16213121,Zeeheldenbuurt,100.0,1,1,unchanged
BU16213133,De Hoefslag,BU16213133,De Hoefslag,100.0,2,1,unchanged
BU16213141,Oranjebuurt,BU16213141,Oranjebuurt,100.0,3,1,unchanged
BU16213162,Zeldenrust,BU16213162,Zeldenrust,100.0,1,1,unchanged
BU16213211,Molenbuurt,BU16213211,Molenbuurt,100.0,1,1,unchanged
BU16213221,Sterrenbuurt,BU16213221,Sterrenbuurt,100.0,2,1,unchanged
BU16213231,Bomenbuurt,BU16213231,Bomenbuurt,100.0,1,1,unchanged
BU16213242,Merenveld,BU16213242,Merenveld,100.0,1,1,unchanged
BU16213251,Vogelbuurt,BU16213251,Vogelbuurt,100.0,1,1,unchanged
BU16213261,De Tuinen,BU16213261,De Tuinen,100.0,1,1,unchanged
BU16213312,Overbuurtse Polder,BU16213312,Overbuurtse Polder,100.0,1,1,unchanged
BU16213323,Klappolder,BU16213323,Klappolder,100.0,1,1,unchanged
BU16213334,Rotte Zoom,BU16213334,Rotte Zoom,100.0,1,1,unchanged
BU16213344,Kruisweg,BU16213344,Kruisweg,100.0,1,1,unchanged
BU16213353,Prisma,BU16213353,Prisma,100.0,1,1,unchanged
BU16400000,Kern Heythuysen,BU16400000,Kern Heythuysen,100.0,1,1,unchanged
BU16400001,Verspreide huizen Heythuysen,BU16400001,Verspreide huizen Heythuysen,100.0,2,1,unchanged
BU16400100,Kern Heibloem,BU16400100,Kern Heibloem,100.0,1,1,unchanged
BU16400101,Verspreide huizen Heibloem,BU16400101,Verspreide huizen Heibloem,100.0,1,1,unchanged
BU16400200,Kern Roggel,BU16400200,Kern Roggel,100.0,1,1,unchanged
BU16400201,Verspreide huizen Roggel,BU16400201,Verspreide huizen Roggel,100.0,1,1,unchanged
BU16400300,Kern Neer,BU16400300,Kern Neer,100.0,2,1,unchanged
BU16400301,Verspreide huizen Neer,BU16400301,Verspreide huizen Neer,100.0,2,1,unchanged
BU16400400,Kern Nunhem,BU16400400,Kern Nunhem,100.0,1,1,unchanged
BU16400401,Verspreide huizen Nunhem,BU16400401,Verspreide huizen Nunhem,100.0,1,1,unchanged
BU16400500,Kern Haelen,BU16400500,Kern Haelen,100.0,1,1,unchanged
BU16400501,Verspreide huizen Haelen,BU16400501,Verspreide huizen Haelen,100.0,2,1,unchanged
BU16400600,Kern Buggenum,BU16400600,Kern Buggenum,100.0,1,1,unchanged
BU16400601,Verspreide huizen Buggenum,BU16400601,Verspreide huizen Buggenum,100.0,1,1,unchanged
BU16400700,Kern Horn,BU16400700,Kern Horn,100.0,1,1,unchanged
BU16400701,Verspreide huizen Horn,BU16400701,Verspreide huizen Horn,100.0,2,1,unchanged
BU16400800,Kern Baexem,BU16400800,Kern Baexem,100.0,1,1,unchanged
BU16400801,Verspreide huizen Baexem,BU16400801,Verspreide huizen Baexem,100.0,1,1,unchanged
BU16400900,Kern Kelpen-Oler,BU16400900,Kern Kelpen-Oler,100.0,1,1,unchanged
BU16400901,Verspreide huizen Kelpen-Oler,BU16400901,Verspreide huizen Kelpen-Oler,100.0,3,1,unchanged
BU16401000,Kern Grathem,BU16401000,Kern Grathem,100.0,1,1,unchanged
BU16401001,Verspreide huizen Grathem,BU16401001,Verspreide huizen Grathem,100.0,2,1,unchanged
BU16401100,Kern Ell,BU16401100,Kern Ell,100.0,1,1,unchanged
BU16401101,Verspreide huizen Ell,BU16401101,Verspreide huizen Ell,100.0,2,1,unchanged
BU16401200,Kern Haler,BU16401200,Kern Haler,100.0,1,1,unchanged
BU16401201,Verspreide huizen Haler,BU16401201,Verspreide huizen Haler,100.0,1,1,unchanged
BU16401300,Kern Hunsel,BU16401300,Kern Hunsel,100.0,1,1,unchanged
BU16401301,Verspreide huizen Hunsel,BU16401301,Verspreide huizen Hunsel,100.0,1,1,unchanged
BU16401400,Kern Neeritter,BU16401400,Kern Neeritter,100.0,1,1,unchanged
BU16401401,Verspreide huizen Neeritter,BU16401401,Verspreide huizen Neeritter,100.0,1,1,unchanged
BU16401500,Kern Ittervoort,BU16401500,Kern Ittervoort,100.0,1,1,unchanged
BU16401501,Verspreide huizen Ittervoort,BU16401501,Verspreide huizen Ittervoort,100.0,1,1,unchanged
BU16410000,Maasbracht,BU16410000,Maasbracht,100.0,1,1,unchanged
BU16410001,Brachterbeek,BU16410001,Brachterbeek,100.0,1,1,unchanged
BU16410009,Verspreide huizen Het Vonderen,BU16410009,Verspreide huizen Het Vonderen,100.0,1,1,unchanged
BU16410100,Linne,BU16410100,Linne,100.0,1,1,unchanged
BU16410109,Verspreide huizen Linnerveld en Weerd,BU16410109,Verspreide huizen Linnerveld en Weerd,100.0,1,1,unchanged
BU16410200,Stevensweert waaronder Bilt,BU16410200,Stevensweert waaronder Bilt,100.0,1,1,unchanged
BU16410201,Eiland-Brandt,BU16410201,Eiland-Brandt,100.0,1,1,unchanged
BU16410300,Laak,BU16410300,Laak,100.0,1,1,unchanged
BU16410301,Ohé,BU16410301,Ohé,100.0,1,1,unchanged
BU16410400,Thorn,BU16410400,Thorn,100.0,1,1,unchanged
BU16410409,Verspreide huizen Thorn,BU16410409,Verspreide huizen Thorn,100.0,1,1,unchanged
BU16410500,Heel,BU16410500,Heel,100.0,1,1,unchanged
BU16410501,Panheel,BU16410501,Panheel,100.0,1,1,unchanged
BU16410509,Verspreide huizen Heel,BU16410509,Verspreide huizen Heel,100.0,1,1,unchanged
BU16410600,Beegden,BU16410600,Beegden,100.0,1,1,unchanged
BU16410700,Wessem,BU16410700,Wessem,100.0,1,1,unchanged
BU16510001,Uithuizen,BU19661205,Uithuizen Noord,32.4,7,2,merged
BU16510002,'t Lage van de Weg,BU19661205,Uithuizen Noord,97.1,3,2,merged
BU16510008,Verspreide huizen in de nieuwe polders,BU19661201,Buitengebied Uithuizen,98.8,5,2,merged
BU16510009,Overige verspreide huizen,BU19661201,Buitengebied Uithuizen,81.3,9,2,merged
BU16510100,Uithuizermeeden,BU19661301,Buitengebied Uithuizermeeden,39.7,3,8,merged
BU16510101,Oosternieland,BU19661301,Buitengebied Uithuizermeeden,100.0,1,8,recoded (gemeente change)
BU16510102,Roodeschool,BU19661304,Roodeschool,73.2,2,1,split
BU16510103,Oosteinde,BU19661301,Buitengebied Uithuizermeeden,60.5,2,8,merged
BU16510104,Hooilandseweg,BU19661301,Buitengebied Uithuizermeeden,82.0,2,8,merged
BU16510105,Hefswal,BU19661301,Buitengebied Uithuizermeeden,67.2,2,8,merged
BU16510106,Oudeschip,BU19661301,Buitengebied Uithuizermeeden,70.6,3,8,merged
BU16510107,Oldenzijl,BU19661301,Buitengebied Uithuizermeeden,100.0,1,8,recoded (gemeente change)
BU16510108,Eemshavengebied,BU19661401,Eemshaven,96.9,4,1,split
BU16510109,Verspreide huizen Uithuizermeeden,BU19661301,Buitengebied Uithuizermeeden,88.8,9,8,merged
BU16510200,Kantens,BU19661002,Kantens,84.7,2,1,split
BU16510201,Zandeweer,BU19661003,Zandeweer,72.2,2,1,split
BU16510202,Rottum,BU19661001,Buitengebied Kantens,100.0,1,6,recoded (gemeente change)
BU16510203,Stitswerd,BU19661001,Buitengebied Kantens,100.0,1,6,recoded (gemeente change)
BU16510204,Doodstil,BU19661001,Buitengebied Kantens,63.4,2,6,merged
BU16510205,Eppenhuizen,BU19661001,Buitengebied Kantens,100.0,1,6,recoded (gemeente change)
BU16510206,Garsthuizen (gedeeltelijk),BU19661001,Buitengebied Kantens,100.0,1,6,recoded (gemeente change)
BU16510209,Verspreide huizen Kantens,BU19661001,Buitengebied Kantens,98.2,7,6,merged
BU16510300,Usquert,BU19661102,Usquert,63.1,2,1,split
BU16510308,Verspreide huizen in de nieuwe polders,BU19661101,Buitengebied Usquert,93.6,4,2,merged
BU16510309,Overige verspreide huizen,BU19661101,Buitengebied Usquert,95.0,6,2,merged
BU16510400,Warffum,BU19660902,Warffum,82.5,2,1,split
BU16510409,Verspreide huizen Warffum,BU19660901,Buitengebied Warffum,83.2,10,1,split
BU16519998,,BU19669998,Buitenwater,98.0,7,2,merged
BU16520000,Gemert-Centrum,BU16520000,Gemert-Centrum,100.0,1,1,unchanged
BU16520001,Gemert-Noord,BU16520101,Gemert-Noord,100.0,1,1,recoded
BU16520002,Gemert-Oost,BU16520202,Gemert-Oost,100.0,1,1,recoded
BU16520003,Industrieterrein Scheiweg,BU16520203,Industrieterrein Scheiweg,100.0,1,1,recoded
BU16520004,Doonheide,BU16520104,Doonheide,100.0,1,1,recoded
BU16520007,Verspreide huizen Kampen-Esdonk,BU16520107,Verspreide huizen Kampen-Esdonk,100.0,1,1,recoded
BU16520008,Verspreide huizen Broekkant,BU16520008,Verspreide huizen Broekkant,100.0,1,1,unchanged
BU16520009,Verspreide huizen Rooije Hoef,BU16520209,Verspreide huizen Rooije Hoef,100.0,1,1,recoded
BU16520100,Handel,BU16520300,Handel,100.0,1,1,recoded
BU16520108,Verspreide huizen Verreheide,BU16520308,Verspreide huizen Verreheide,100.0,1,1,recoded
BU16520109,Verspreide huizen Heereveld,BU16520309,Verspreide huizen Heereveld,100.0,1,1,recoded
BU16520200,De Mortel,BU16520400,De Mortel,100.0,1,1,recoded
BU16520208,Verspreide huizen Milschot-Tereyken,BU16520408,Verspreide huizen Milschot-Tereyken,100.0,1,1,recoded
BU16520209,Verspreide huizen Mortelse Peel,BU16520409,Verspreide huizen Mortelse Peel,100.0,1,1,recoded
BU16520300,Elsendorp,BU16520500,Elsendorp,100.0,1,1,recoded
BU16520309,Verspreide huizen Elsendorp,BU16520509,Verspreide huizen Elsendorp,100.0,1,1,recoded
BU16520400,Bakel,BU16520600,Bakel,100.0,1,1,recoded
BU16520408,Verspreide huizen Grotelse Heide en Esp,BU16520608,Verspreide huizen Grotelse Heide en Esp,100.0,1,1,recoded
